,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,californica_2007_18km,californica_2008_18km,californica_2009_18km,californica_2010_18km,californica_2011_18km,californica_2012_18km,californica_2013_18km,californica_2014_18km,californica_2015_18km,californica_2016_18km,californica_2017_18km,californica_2018_18km,californica_2019_18km,californica_2020_18km,californica_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,munda_2007_18km,munda_2008_18km,munda_2009_18km,munda_2010_18km,munda_2011_18km,munda_2012_18km,munda_2013_18km,munda_2014_18km,munda_2015_18km,munda_2016_18km,munda_2017_18km,munda_2018_18km,munda_2019_18km,munda_2020_18km,munda_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km
938,Coccinella trifasciata,"(44.6995883333, -123.206995)",2021,0,1,2,1,1,0,0,0,1,0,2,3,8,8,47,0,1,2,2,0,0,0,0,0,0,2,6,5,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
939,Coccinella trifasciata,"(44.0504297448, -123.0639772539)",2021,0,0,0,0,1,1,0,1,4,4,0,1,20,29,53,0,1,0,0,0,2,0,2,1,0,1,2,6,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
940,Coccinella trifasciata,"(44.0324264234, -123.0706368457)",2021,0,0,0,0,1,1,0,1,4,4,0,1,20,29,53,0,1,0,0,0,2,0,2,1,0,1,2,6,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
941,Coccinella trifasciata,"(44.560531, -123.288144)",2021,0,1,1,1,1,1,0,0,2,0,2,4,7,7,54,0,1,2,3,0,0,0,0,0,0,1,6,5,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
942,Coccinella trifasciata,"(44.091875, -123.1375777778)",2021,0,0,0,0,1,2,0,1,4,4,0,1,20,29,52,0,1,0,0,0,2,0,2,1,0,1,2,6,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
943,Coccinella trifasciata,"(44.0369184997, -123.0285140997)",2021,0,0,0,0,1,1,0,1,4,4,0,1,19,30,53,0,1,0,0,0,2,0,2,1,0,1,2,6,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
944,Coccinella trifasciata,"(43.8947866667, -122.9294483333)",2021,0,0,0,0,0,1,0,0,1,0,0,1,2,9,12,0,1,0,0,0,1,0,1,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
945,Coccinella trifasciata,"(43.7989134997, -122.4262788)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Coccinella trifasciata,"(45.4907355113, -122.4971585707)",2021,0,1,1,1,0,1,2,1,4,6,2,12,19,35,45,0,0,0,3,1,1,2,2,1,12,9,25,35,57,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,2,2,9,18,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,6,9,7,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
947,Coccinella trifasciata,"(37.8041045998, -122.4519181252)",2021,1,0,1,0,4,9,23,40,21,67,80,115,130,136,98,0,0,2,0,4,6,5,12,19,46,60,61,87,105,57,0,0,0,1,2,2,7,24,9,29,15,25,33,38,34,0,0,0,0,2,0,1,1,9,5,11,15,15,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,5,3,5,12,9,27,21,31,83,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Coccinella trifasciata,"(37.8697222222, -122.2322222222)",2021,0,0,1,0,2,1,3,16,11,18,29,49,47,84,49,0,0,2,1,2,4,5,19,6,33,22,61,69,68,71,0,0,0,0,2,0,7,14,5,6,7,9,24,39,17,0,0,0,0,2,0,0,0,0,4,7,9,10,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,28,6,42,42,50,123,117,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Coccinella trifasciata,"(37.7494789385, -121.9632571936)",2021,2,2,1,1,1,1,1,6,2,14,8,20,21,13,7,0,1,1,1,2,3,1,2,0,4,6,13,8,7,10,0,1,1,2,0,0,1,4,4,3,3,5,15,14,7,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,8,2,16,19,10,27,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Coccinella trifasciata,"(49.023056057, -123.8157489648)",2021,0,0,0,0,0,0,0,0,0,0,0,0,1,20,13,0,0,0,0,0,0,0,0,0,1,1,2,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Coccinella trifasciata,"(37.7128716667, -122.427125)",2021,1,0,0,0,2,9,23,33,24,66,64,88,99,119,82,0,0,1,0,2,6,4,5,15,22,45,45,73,86,32,0,0,0,1,0,3,7,22,6,25,11,19,27,29,26,0,0,0,0,0,1,1,0,9,2,8,11,10,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,5,8,11,20,8,13,38,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Coccinella trifasciata,"(52.1430824805, -106.6440852967)",2021,0,0,1,0,0,1,0,1,0,5,3,1,8,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Coccinella trifasciata,"(43.288631, -123.286596)",2021,0,0,1,1,0,0,0,0,0,0,4,0,1,1,5,0,0,1,1,0,0,0,0,0,0,2,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
954,Coccinella trifasciata,"(49.1401323893, -123.9576938376)",2021,0,0,0,0,0,0,0,0,0,3,2,1,2,12,14,0,0,0,0,0,0,3,1,0,3,1,5,6,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Coccinella trifasciata,"(45.2056506279, -117.2031851113)",2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Coccinella trifasciata,"(46.0813326726, -79.3613143265)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Coccinella trifasciata,"(44.3746452332, -64.7277297974)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Coccinella trifasciata,"(51.1330098187, -114.1853898391)",2021,1,0,0,2,2,1,2,7,12,1,4,2,27,150,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Coccinella trifasciata,"(49.9262935989, -126.6537944184)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Coccinella trifasciata,"(38.0533504, -122.2286501)",2021,0,0,1,0,0,0,0,2,6,7,8,9,23,60,34,0,0,0,0,0,2,0,4,1,5,5,15,16,12,15,0,0,0,0,0,0,3,5,2,1,1,1,6,31,17,0,0,0,0,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,4,4,30,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Coccinella trifasciata,"(37.251335976, -122.3964852274)",2021,0,0,0,0,0,3,0,0,1,4,14,10,13,9,19,0,0,0,0,0,1,0,0,0,2,2,2,2,6,35,0,0,0,0,0,0,0,0,0,2,0,5,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,3,5,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Coccinella trifasciata,"(38.0520833333, -122.22712)",2021,0,0,1,0,0,0,0,2,7,7,8,9,23,60,34,0,0,0,0,0,2,0,4,1,5,5,15,16,12,15,0,0,0,0,0,0,3,5,2,1,1,1,6,31,17,0,0,0,0,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,8,4,4,30,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Coccinella trifasciata,"(37.4347833333, -122.2858972222)",2021,1,0,0,2,1,5,2,19,20,17,50,70,71,77,60,0,0,1,0,1,9,0,3,6,21,14,24,38,51,59,0,0,0,0,0,3,4,5,5,4,4,27,20,30,36,0,0,0,1,0,2,2,1,0,1,2,4,4,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,10,14,13,12,13,44,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Coccinella trifasciata,"(38.0530055, -122.228195)",2021,0,0,1,0,0,0,0,2,6,7,8,9,23,60,34,0,0,0,0,0,2,0,4,1,5,5,15,16,12,15,0,0,0,0,0,0,3,5,2,1,1,1,6,31,17,0,0,0,0,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,4,4,30,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Coccinella trifasciata,"(50.1810999556, -126.2706971169)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Coccinella trifasciata,"(45.8408769722, -66.67373)",2021,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,2
967,Coccinella trifasciata,"(49.076, -123.963)",2021,0,0,0,0,0,0,0,0,0,1,2,1,2,11,14,0,0,0,0,0,0,2,1,0,3,1,5,5,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Coccinella trifasciata,"(37.150825, -121.78383667)",2021,0,0,0,0,0,1,2,2,0,2,21,35,21,34,12,0,0,0,0,0,0,1,0,0,0,3,12,18,19,15,0,0,0,0,0,0,3,1,1,0,1,15,22,29,21,0,0,0,0,0,0,1,0,0,0,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,16,25,51,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Coccinella trifasciata,"(44.747157292, -63.7457905606)",2021,0,0,0,0,0,0,0,0,0,0,0,6,2,8,9,0,0,0,0,0,0,1,0,3,10,5,106,119,63,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,5
970,Coccinella trifasciata,"(45.1207305, -67.078925)",2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
971,Coccinella trifasciata,"(38.0529278333, -122.2282416667)",2021,0,0,1,0,0,0,0,2,6,7,8,9,23,60,34,0,0,0,0,0,2,0,4,1,5,5,15,16,12,15,0,0,0,0,0,0,3,5,2,1,1,1,6,31,17,0,0,0,0,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,4,4,30,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Coccinella trifasciata,"(37.8418083333, -122.199425)",2021,1,1,2,1,2,0,2,15,5,14,25,47,39,72,43,0,1,3,2,2,4,4,19,6,32,17,57,66,64,70,0,1,1,1,2,0,4,14,3,5,6,8,20,40,18,1,0,1,1,2,0,0,1,0,5,7,9,10,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,27,6,44,41,49,117,115,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Coccinella trifasciata,"(37.9372633333, -122.157075)",2021,0,0,2,0,1,0,1,9,10,13,17,37,52,82,53,0,0,1,0,2,3,4,17,6,29,16,48,65,63,70,0,0,0,0,2,0,5,10,5,6,6,8,17,43,20,0,0,0,0,2,0,0,0,0,4,6,5,10,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,23,6,42,35,49,120,118,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Coccinella trifasciata,"(37.8427689, -122.1857052997)",2021,1,1,2,1,2,0,2,15,5,14,25,47,41,70,43,0,1,2,2,2,4,4,19,6,32,18,58,68,64,67,0,1,1,1,2,0,4,14,3,5,6,9,20,36,17,1,0,1,1,2,0,0,1,0,5,7,9,10,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,27,6,44,41,49,116,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Coccinella trifasciata,"(38.1815933333, -122.2348966667)",2021,0,0,1,0,0,0,0,1,0,3,4,5,16,36,53,0,0,0,0,1,0,0,0,1,0,3,3,5,11,14,0,0,0,0,0,0,0,2,1,1,1,0,1,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,8,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Coccinella trifasciata,"(45.9260613667, -66.619874686)",2021,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0,0,0,0,6,5,18,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,2
977,Coccinella trifasciata,"(46.342089, -83.9211959722)",2021,0,0,1,0,0,0,0,0,0,0,3,0,1,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,Coccinella trifasciata,"(49.14, -123.965)",2021,0,0,0,0,0,0,0,0,0,3,2,1,2,12,14,0,0,0,0,0,0,3,1,0,3,1,5,6,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,Coccinella trifasciata,"(46.808925, -64.9066783333)",2021,0,0,5,0,0,0,1,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Coccinella trifasciata,"(45.9631533333, -66.6178966667)",2021,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0,0,0,0,6,5,18,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,2
981,Coccinella trifasciata,"(46.3420133333, -83.9211283333)",2021,0,0,1,0,0,0,0,0,0,0,3,0,1,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Coccinella trifasciata,"(49.1205985464, -85.8411904481)",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Coccinella trifasciata,"(38.0524057, -122.226711)",2021,0,0,1,0,0,0,0,2,7,7,8,9,23,60,34,0,0,0,0,0,2,0,4,1,5,5,15,16,12,15,0,0,0,0,0,0,3,5,2,1,1,1,6,31,17,0,0,0,0,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,4,4,30,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
